"kodeunit","kode","nmMenu","kdgrup","nmgrup","urut","norek","uraian","tampil",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00014","403010508","Biaya pengobatan di Dokter Dr. Spesialis Kulit","YA",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00015","403010509","Biaya pengobatan di Dokter Dr. Spesialis THT","YA",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00016","403010510","Biaya pengobatan di Dokter Dr. Spesialis Mata","YA",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00017","403010511","Biaya pengobatan di Dokter Dr. Spesialis Bedah Syaraf","YA",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00018","403010512","Biaya pengobatan di Dokter Dr. Spesialis Orthopedi","YA",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00019","403010513","Biaya pengobatan di Dokter Dr. Spesialis Kandungan","YA",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00020","403010514","Biaya pengobatan di Dokter Dr. Spesialis Bedah Mulut","YA",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00021","403010515","Biaya pengobatan di Dokter Dr. Spesialis Paru-paru","YA",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00022","403010516","Biaya pengobatan di Dokter Dr. Spesialis Bedah","YA",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00023","403010517","Biaya pengobatan di Dokter Radiologi","YA",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00024","403010518","Biaya pengobatan di Dokter Kacamata","YA",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00025","403010600","Biaya pengobatan di Dokter Biaya Lab","YA",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00026","403010700","Biaya pengobatan di Dokter Biaya Transpor Pasen","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00001","404010100","Biaya Obat Medis ex tagihan Apotek","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00002","404010101","Biaya Obat Medis ex tagihan Apotek","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00003","404010102","Biaya Obat Medis ex tagihan Apotek","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00004","404010200","Biaya Pengobatan di RS Sendiri","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00005","404010300","Biaya Pengobatan di RS Extern","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00006","404010400","Biaya Obat Mefis di RS Extern","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00007","404010501","Biaya pengobatan di Dokter Dr. Umum","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00008","404010502","Biaya pengobatan di Dokter Dr. Gigi","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00009","404010503","Biaya pengobatan di Dokter Dr. Spesialis Anak","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00010","404010504","Biaya pengobatan di Dokter Dr. Spesialis Dalam","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00011","404010505","Biaya pengobatan di Dokter Dr. Spesialis Jantung","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00012","404010506","Biaya pengobatan di Dokter Dr. Spesialis Syaraf","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00013","404010507","Biaya pengobatan di Dokter Dr. Spesialis Rhematik","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00014","404010508","Biaya pengobatan di Dokter Dr. Spesialis Kulit","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00015","404010509","Biaya pengobatan di Dokter Dr. Spesialis THT","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00016","404010510","Biaya pengobatan di Dokter Dr. Spesialis Mata","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00017","404010511","Biaya pengobatan di Dokter Dr. Spesialis Bedah Syaraf","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00018","404010512","Biaya pengobatan di Dokter Dr. Spesialis Orthopedi","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00019","404010513","Biaya pengobatan di Dokter Dr. Spesialis Kandungan","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00020","404010514","Biaya pengobatan di Dokter Dr. Spesialis Bedah Mulut","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00021","404010515","Biaya pengobatan di Dokter Dr. Spesialis Paru-paru","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00022","404010516","Biaya pengobatan di Dokter Dr. Spesialis Bedah","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00023","404010517","Biaya pengobatan di Dokter Radiolagi","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00024","404010518","Biaya pengobatan di Dokter Kacamata","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00025","404010519","Biaya pengobatan di Dokter Gigi Palsu","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00026","404010600","Biaya pengobatan di Dokter Biaya Lab","YA",
"14","739","Biaya Kesehatan","40401","BIAYA KESEHATAN KARY. PELAKSANA I","00027","404010700","Biaya pengobatan di Dokter Biaya Transpor Pasen","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00001","405010101","Biaya Obat Medis ex tagihan Apotek","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00002","405010102","Biaya Obat Medis ex tagihan Apotek","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00003","405010200","Biaya Pengobatan di RS Sendiri","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00004","405010300","Biaya Pengobatan di RS Extern","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00005","405010400","Biaya Obat Mefis di RS Extern","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00006","405010501","Biaya pengobatan di Dokter Dr. Umum","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00007","405010502","Biaya pengobatan di Dokter Dr. Gigi","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00008","405010503","Biaya pengobatan di Dokter Dr. Spesialis Anak","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00009","405010504","Biaya pengobatan di Dokter Dr. Spesialis Dalam","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00010","405010505","Biaya pengobatan di Dokter Dr. Spesialis Jantung","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00011","405010506","Biaya pengobatan di Dokter Dr. Spesialis Syaraf","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00012","405010507","Biaya pengobatan di Dokter Dr. Spesialis Rhematik","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00013","405010508","Biaya pengobatan di Dokter Dr. Spesialis Kulit","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00014","405010509","Biaya pengobatan di Dokter Dr. Spesialis THT","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00015","405010510","Biaya pengobatan di Dokter Dr. Spesialis Mata","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00016","405010511","Biaya pengobatan di Dokter Dr. Spesialis Bedah Syaraf","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00017","405010512","Biaya pengobatan di Dokter Dr. Spesialis Orthopedi","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00018","405010513","Biaya pengobatan di Dokter Dr. Spesialis Kandungan","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00019","405010514","Biaya pengobatan di Dokter Dr. Spesialis Bedah Mulut","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00020","405010515","Biaya pengobatan di Dokter Dr. Spesialis Paru-paru","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00021","405010516","Biaya pengobatan di Dokter Dr. Spesialis Bedah","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00022","405010517","Biaya pengobatan di Dokter Radiolagi","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00023","405010518","Biaya pengobatan di Dokter Kacamata","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00024","405010519","Biaya pengobatan di Dokter Gigi Palsu","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00025","405010600","Biaya pengobatan di Dokter Biaya Lab","YA",
"14","739","Biaya Kesehatan","40501","BIAYA KESEHATAN KARY. PELAKSANA II","00026","405010700","Biaya pengobatan di Dokter Biaya Transpor Pasen","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00001","927000000","Biaya Obat Medis ex tagihan Apotek","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00002","927000100","Biaya Obat Medis ex tagihan Apotek","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00003","927000107","Biaya Obat Medis ex tagihan Apotek","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00004","927000108","Biaya Obat Medis ex tagihan Apotek","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00005","927000109","Biaya Obat Medis ex tagihan Apotek","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00006","927000128","Biaya Obat Medis ex tagihan Apotek","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00007","927000200","Biaya Obat Medis ex tagihan Apotek","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00008","927000201","Biaya Pengobatan ex BP Kebun","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00009","927000202","Biaya Pengobatan di RS Subang","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00010","927000203","Biaya Obat Medis ex RS Subang","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00011","927000204","Biaya pengobatan di RS Extern","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00012","927000205","Biaya Obat Medis Ex RS Extern","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00013","927000206","Biaya pengobatan di Dokter Dr. Umum","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00014","927000207","Biaya pengobatan di Dokter Dr. Gigi","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00015","927000208","Biaya pengobatan di Dokter Dr. Spesialis Anak","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00016","927000209","Biaya pengobatan di Dokter Dr. Spesialis Dalam","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00017","927000210","Biaya pengobatan di Dokter Dr. Spesialis Jantung","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00018","927000211","Biaya pengobatan di Dokter Dr. Spesialis Syaraf","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00019","927000212","Biaya pengobatan di Dokter Dr. Spesialis Rhematik","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00020","927000213","Biaya pengobatan di Dokter Dr. Spesialis Kulit","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00021","927000214","Biaya pengobatan di Dokter Dr. Spesialis THT","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00022","927000215","Biaya pengobatan di Dokter Dr. Spesialis Mata","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00023","927000216","Biaya pengobatan di Dokter Dr. Spesialis Bedah Syaraf","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00024","927000217","Biaya pengobatan di Dokter Dr. Spesialis Orthopedi","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00025","927000218","Biaya pengobatan di Dokter Dr. Spesialis Kandungan","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00026","927000219","Biaya pengobatan di Dokter Dr. Spesialis Bedah Mulut","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00027","927000220","Biaya pengobatan di Dokter Dr. Spesialis Paru-paru","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00028","927000221","Biaya pengobatan di Dokter Dr. Spesialis Bedah","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00029","927000222","Biaya pengobatan di Dokter Dr. Spesialis Radilogi","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00030","927000223","Biaya pengobatan di Dokter KACA MATA","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00031","927000224","Biaya pengobatan di Dokter GIGI PALSU","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00032","927000225","Biaya pengobatan di Dokter Biaya LAB/RO","YA",
"14","739","Biaya Kesehatan","92700","KARYAWAN MBT EX KARY.PIMPIMAM","00033","927000226","Biaya pengobatan di Dokter Biaya Transport Pasien","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00001","927010200","Biaya Obat Medis ex tagihan Apotek","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00002","927010201","Biaya Pengobatan ex BP Kebun","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00003","927010202","Biaya Pengobatan di RS Subang","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00004","927010203","Biaya Obat Medis ex RS Subang","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00005","927010204","Biaya pengobatan di RS Extern","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00006","927010205","Biaya Obat Medis Ex RS Extern","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00007","927010206","Biaya pengobatan di Dokter Dr. Umum","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00008","927010207","Biaya pengobatan di Dokter Dr. Gigi","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00009","927010208","Biaya pengobatan di Dokter Dr. Spesialis Anak","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00010","927010209","Biaya pengobatan di Dokter Dr. Spesialis Dalam","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00011","927010210","Biaya pengobatan di Dokter Dr. Spesialis Jantung","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00012","927010211","Biaya pengobatan di Dokter Dr. Spesialis Syaraf","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00013","927010212","Biaya pengobatan di Dokter Dr. Spesialis Rhematik","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00014","927010213","Biaya pengobatan di Dokter Dr. Spesialis Kulit","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00015","927010214","Biaya pengobatan di Dokter Dr. Spesialis THT","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00016","927010215","Biaya pengobatan di Dokter Dr. Spesialis Mata","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00017","927010216","Biaya pengobatan di Dokter Dr. Spesialis Bedah Syaraf","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00018","927010217","Biaya pengobatan di Dokter Dr. Spesialis Orthopedi","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00019","927010218","Biaya pengobatan di Dokter Dr. Spesialis Kandungan","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00020","927010219","Biaya pengobatan di Dokter Dr. Spesialis Bedah Mulut","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00021","927010220","Biaya pengobatan di Dokter Dr. Spesialis Paru-paru","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00022","927010221","Biaya pengobatan di Dokter Dr. Spesialis Bedah","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00023","927010222","Biaya pengobatan di Dokter Dr. Spesialis Radiologi","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00024","927010223","Biaya pengobatan di Dokter KACA MATA","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00025","927010224","Biaya pengobatan di Dokter GIGI PALSU","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00026","927010225","Biaya pengobatan di Dokter Biaya Lab","YA",
"14","739","Biaya Kesehatan","92701","KARYAWAN MBT EX KARY.PELAKSANA","00027","927010226","Biaya pengobatan di Dokter Biaya Transpor Pasen","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00001","928000007","Biaya Obat Medis ex tagihan Apotek","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00002","928000107","Biaya Obat Medis ex tagihan Apotek","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00003","928000109","Biaya Obat Medis ex tagihan Apotek","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00004","928000130","Biaya Obat Medis ex tagihan Apotek","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00005","928000200","Biaya Obat Medis ex tagihan Apotek","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00006","928000201","Biaya Pengobatan di BP Kebun","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00007","928000202","Biaya Pengobatan di RS Subang","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00008","928000203","Biaya Obat Medis di RS Subang","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00009","928000204","Biaya pengobatan di RS Extern","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00010","928000205","Biaya Obat Medis Ex RS Extern","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00011","928000206","Biaya pengobatan di Dokter Dr. Umum","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00012","928000207","Biaya pengobatan di Dokter Dr. Gigi","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00013","928000208","Biaya pengobatan di Dokter Dr. Spesialis Anak","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00014","928000209","Biaya pengobatan di Dokter Dr. Spesialis Jantung","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00015","928000210","Biaya pengobatan di Dokter Dr. Spesialis Syaraf","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00016","928000211","Biaya pengobatan di Dokter Dr. Spesialis Dalam","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00017","928000212","Biaya pengobatan di Dokter Dr. Spesialis Rhematik","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00018","928000213","Biaya pengobatan di Dokter Dr. Spesialis Kulit","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00019","928000214","Biaya pengobatan di Dokter Dr. Spesialis THT","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00020","928000215","Biaya pengobatan di Dokter Dr. Spesialis Mata","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00021","928000216","Biaya pengobatan di Dokter Dr. Spesialis Bedah","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00022","928000217","Biaya pengobatan di Dokter Dr. Spesialis Orthopedi","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00023","928000218","Biaya pengobatan di Dokter Dr. Spesialis Kandungan","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00024","928000219","Biaya pengobatan di Dokter Dr. Spesialis Bedah Mulut","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00025","928000220","Biaya pengobatan di Dokter Dr. Spesialis Paru-paru","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00026","928000221","Biaya pengobatan di Dokter Dr. Spesialis Bedah","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00027","928000222","Biaya pengobatan di Dokter Dr. Spesialis Radiologi","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00028","928000223","Biaya pengobatan di Dokter KACA MATA","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00029","928000224","Biaya pengobatan di Dokter GIGI PALSU","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00030","928000225","Biaya pengobatan di Dokter Biaya LAB/RO","YA",
"14","739","Biaya Kesehatan","92800","PENSIUN EX KARY.PIMPIMAM","00031","928000226","Biaya pengobatan di Dokter Biaya Transport Pasien","YA",
"14","739","Biaya Kesehatan","92801","PENSIUNAN GOL IA - IID","00001","928010200","Biaya Obat Medis ex tagihan Apotek","YA",
"14","739","Biaya Kesehatan","92801","PENSIUNAN GOL IA - IID","00002","928010201","Biaya Pengobatan Ex BP Kebun","YA",
"14","739","Biaya Kesehatan","92801","PENSIUNAN GOL IA - IID","00003","928010202","Biaya Pengobatan di RS Subang","YA",
"14","739","Biaya Kesehatan","92801","PENSIUNAN GOL IA - IID","00004","928010203","Biaya Obat Medis Ex RS Subang","YA",
"14","739","Biaya Kesehatan","92801","PENSIUNAN GOL IA - IID","00005","928010204","Biaya pengobatan di RS Extern","YA",
